reading_id,timestamp,node_id,node_name,temperature_c,humidity_pct,congestion_index,throughput_ratio,vibration_level,wind_speed_kmh,visibility_km,alert_level
SENS-0013859,2026-04-04 01:52:00,AE-DXB,Dubai (Jebel Ali),36.6,72.5,0.143,0.489,0.657,22.5,10.1,0
SENS-0013860,2026-04-09 03:56:00,JP-YOK,Yokohama,21.8,51.7,0.407,0.977,0.498,13.8,15.3,2
SENS-0013861,2026-04-05 22:20:00,IN-HAZ,Hazira Port,26.2,53.4,0.228,0.864,0.741,9.6,9.7,0
SENS-0013862,2026-04-10 13:39:00,CN-NGB,Ningbo,21.6,79.4,0.374,0.655,0.102,15.6,4.6,0
SENS-0013863,2026-04-09 17:12:00,ZA-DUR,Durban,20.2,80.6,0.221,0.81,0.644,20.6,2.5,1
SENS-0013864,2026-04-10 19:36:00,IN-KOL,Kolkata Port,14.2,50.1,0.194,0.865,0.537,16.9,13.4,2
SENS-0013865,2026-04-10 13:23:00,LK-CMB,Colombo,33.0,57.9,0.433,0.972,0.432,12.1,10.2,0
SENS-0013866,2026-04-02 13:12:00,IN-COK,Kochi Warehouse,32.7,69.7,0.472,0.798,0.465,26.2,5.4,0
SENS-0013867,2026-04-06 03:17:00,IN-BLR,Bangalore Hub (Whitefield),31.2,85.6,0.087,0.687,0.379,30.7,6.1,0
SENS-0013868,2026-04-02 08:36:00,DE-HAM,Hamburg,23.6,71.8,0.359,0.324,0.117,1.7,6.7,1
SENS-0013869,2026-04-05 21:22:00,IN-VIZ,Visakhapatnam Port,26.3,81.2,0.475,0.587,0.622,28.4,4.9,0
SENS-0013870,2026-04-07 22:33:00,IN-AMD,Ahmedabad DC,18.5,58.2,0.107,0.797,0.478,12.6,6.6,1
SENS-0013871,2026-04-04 03:53:00,IN-KOL,Kolkata Port,27.9,94.0,0.492,0.747,0.611,9.9,4.7,0
SENS-0013872,2026-04-02 08:27:00,CN-NGB,Ningbo,21.3,88.9,0.058,0.433,0.358,15.0,12.4,0
SENS-0013873,2026-04-10 08:59:00,SG-SIN,Singapore,36.4,47.2,0.17,0.726,0.478,11.6,9.8,0
SENS-0013874,2026-04-06 14:56:00,MY-PTG,Port Klang,28.5,58.2,0.313,0.344,0.38,18.0,8.3,0
SENS-0013875,2026-04-10 02:15:00,CN-SZX,Shenzhen,16.4,39.6,0.263,0.732,0.296,4.1,7.8,1
SENS-0013876,2026-04-06 20:52:00,TH-LCH,Laem Chabang,18.3,56.2,0.33,0.659,0.743,12.2,9.2,0
SENS-0013877,2026-04-08 11:19:00,TH-LCH,Laem Chabang,29.9,46.8,0.163,0.856,0.581,12.0,11.5,0
SENS-0013878,2026-04-08 17:54:00,IN-BLR,Bangalore Hub (Whitefield),21.9,61.9,0.075,0.688,0.528,20.7,8.8,0
SENS-0013879,2026-04-08 08:33:00,IN-KOC,Kochi Port,23.1,84.7,0.199,0.763,0.084,7.1,10.4,0
SENS-0013880,2026-04-03 20:44:00,US-LAX,Los Angeles,25.3,59.6,0.278,0.711,0.414,18.9,10.6,0
SENS-0013881,2026-04-05 00:01:00,IN-AMD,Ahmedabad DC,24.8,27.7,0.36,0.894,0.439,12.0,8.1,2
SENS-0013882,2026-04-05 04:48:00,LK-CMB,Colombo,19.2,71.9,0.337,0.897,0.655,9.0,4.8,0
SENS-0013883,2026-04-09 04:54:00,US-NYC,New York/New Jersey,39.3,82.6,0.222,0.655,0.591,16.3,3.4,0
SENS-0013884,2026-04-06 14:15:00,IN-PUN,Pune DC (Chakan),17.9,56.1,0.267,0.603,0.615,19.3,6.5,1
SENS-0013885,2026-04-04 23:06:00,TH-LCH,Laem Chabang,22.2,90.9,0.242,0.606,0.459,29.1,1.0,0
SENS-0013886,2026-04-03 20:14:00,IN-MUN,Mundra Port,32.1,67.6,0.49,0.39,0.563,14.9,8.7,0
SENS-0013887,2026-04-07 14:26:00,KR-BUS,Busan,23.5,72.6,0.302,0.33,0.49,2.1,10.2,1
SENS-0013888,2026-04-05 01:45:00,IN-KOL,Kolkata Port,24.2,74.8,0.435,0.441,0.704,14.0,4.5,0
SENS-0013889,2026-04-03 06:59:00,JP-YOK,Yokohama,26.5,71.0,0.423,0.613,0.702,17.5,6.0,0
SENS-0013890,2026-04-06 16:22:00,IN-GAU,Guwahati Warehouse,29.2,64.6,0.172,0.516,0.427,12.7,10.8,0
SENS-0013891,2026-04-08 12:48:00,IN-KOC,Kochi Port,31.8,57.8,0.122,0.802,0.431,11.1,8.5,0
SENS-0013892,2026-04-02 05:28:00,CN-NGB,Ningbo,22.0,36.0,0.5,0.442,0.638,12.5,5.7,0
SENS-0013893,2026-04-08 13:19:00,AE-DXB,Dubai (Jebel Ali),28.4,50.4,0.085,0.44,0.501,0,4.6,2
SENS-0013894,2026-04-08 20:41:00,IN-HAZ,Hazira Port,22.4,28.8,0.5,0.895,0.959,2.3,1.5,0
SENS-0013895,2026-04-01 02:58:00,JP-YOK,Yokohama,22.0,66.6,0.239,0.495,0.367,8.7,4.3,0
SENS-0013896,2026-04-02 10:31:00,AE-DXB,Dubai (Jebel Ali),24.8,82.3,0.355,0.59,0.583,20.4,14.7,0
SENS-0013897,2026-04-01 00:02:00,KR-BUS,Busan,29.0,76.4,0.106,0.589,0.645,4.7,6.7,2
SENS-0013898,2026-04-06 02:38:00,IN-GAU,Guwahati Warehouse,29.7,70.4,0.141,0.846,0.143,0,6.2,0
SENS-0013899,2026-04-01 15:31:00,IN-GAU,Guwahati Warehouse,31.9,51.2,0.521,0.613,0.304,21.9,7.1,0
SENS-0013900,2026-04-03 03:28:00,IN-HYD,Hyderabad DC,27.8,76.4,0.454,0.5,0.47,20.5,1.1,1
SENS-0013901,2026-04-02 13:10:00,IN-COK,Kochi Warehouse,25.0,79.5,0.428,0.554,0.429,21.6,9.0,0
SENS-0013902,2026-04-07 00:23:00,CN-SHA,Shanghai,29.0,57.2,0.431,0.884,0.079,30.9,12.8,0
SENS-0013903,2026-04-02 14:01:00,IN-DEL,Delhi ICD (Tughlakabad),34.5,68.6,0.417,0.669,0.425,25.0,6.9,1
SENS-0013904,2026-04-07 19:31:00,US-LAX,Los Angeles,27.0,84.1,0.37,0.86,0.748,10.8,7.0,0
SENS-0013905,2026-04-03 02:41:00,AE-DXB,Dubai (Jebel Ali),21.4,66.7,0.081,0.498,0.171,3.6,7.1,0
SENS-0013906,2026-04-07 11:40:00,IN-GAU,Guwahati Warehouse,30.6,47.3,0.373,0.562,0.905,17.6,12.2,2
SENS-0013907,2026-04-04 07:19:00,IN-COK,Kochi Warehouse,27.4,39.0,0.132,0.849,0.657,13.2,5.5,1
SENS-0013908,2026-04-03 19:10:00,IN-VIZ,Visakhapatnam Port,37.9,50.7,0.547,0.866,0.413,14.5,9.6,0
SENS-0013909,2026-04-07 15:27:00,IN-KOC,Kochi Port,25.8,55.6,0.564,0.465,0.624,13.3,8.4,2
SENS-0013910,2026-04-07 21:32:00,IN-KOL,Kolkata Port,33.7,66.9,0.317,0.738,0.274,12.1,8.7,2
SENS-0013911,2026-04-04 07:13:00,JP-YOK,Yokohama,39.0,54.8,0.172,0.493,0.644,4.2,10.6,0
SENS-0013912,2026-04-08 16:28:00,US-LAX,Los Angeles,19.0,70.2,0.273,0.446,0.786,0,11.6,0
SENS-0013913,2026-04-05 13:20:00,CN-SHA,Shanghai,34.4,60.3,0.238,0.759,0.549,13.3,0.5,0
SENS-0013914,2026-04-07 12:14:00,IN-GAU,Guwahati Warehouse,23.9,48.0,0.145,0.588,0.499,23.0,0.5,1
SENS-0013915,2026-04-03 19:09:00,MY-PTG,Port Klang,27.8,61.6,0.293,0.979,0.311,15.0,6.0,0
SENS-0013916,2026-04-04 10:31:00,IN-HYD,Hyderabad DC,31.3,64.0,0.18,0.74,0.497,21.2,3.3,2
SENS-0013917,2026-04-02 07:12:00,IN-BLR,Bangalore Hub (Whitefield),33.8,64.5,0.234,0.392,0.409,16.9,3.0,0
SENS-0013918,2026-04-07 10:25:00,IN-GAU,Guwahati Warehouse,31.2,74.7,0.161,0.737,-0.031,16.6,7.7,0
SENS-0013919,2026-04-08 20:18:00,IN-JNPT,Nhava Sheva (JNPT),32.4,64.6,0.374,0.568,0.36,7.8,2.6,0
SENS-0013920,2026-04-02 13:05:00,IN-GAU,Guwahati Warehouse,30.1,46.1,0.422,0.348,0.61,11.5,5.7,0
SENS-0013921,2026-04-04 17:41:00,IN-PUN,Pune DC (Chakan),24.2,68.3,0.064,0.587,-0.067,21.5,11.3,0
SENS-0013922,2026-04-09 13:29:00,IN-COK,Kochi Warehouse,44.6,60.5,0.357,0.474,0.365,22.1,8.7,0
SENS-0013923,2026-04-05 04:02:00,ZA-DUR,Durban,28.7,75.1,0.435,0.953,0.372,9.7,11.0,2
SENS-0013924,2026-04-06 16:51:00,IN-COK,Kochi Warehouse,26.9,71.7,0.633,0.853,0.157,8.7,13.5,2
SENS-0013925,2026-04-08 19:32:00,IN-MUM,Mumbai Warehouse (Bhiwandi),17.7,66.1,0.349,0.56,0.364,0,8.4,2
SENS-0013926,2026-04-07 13:28:00,IN-VIZ,Visakhapatnam Port,28.6,57.0,0.228,0.7,0.61,16.3,8.9,1
SENS-0013927,2026-04-03 08:14:00,IN-JNPT,Nhava Sheva (JNPT),29.7,63.5,0.369,0.561,0.259,15.3,3.2,0
SENS-0013928,2026-04-04 06:03:00,IN-HAZ,Hazira Port,34.0,65.8,0.257,0.39,0.812,23.7,12.1,0
SENS-0013929,2026-04-02 10:24:00,IN-HAZ,Hazira Port,33.1,38.7,0.311,0.977,0.531,12.1,9.6,0
SENS-0013930,2026-04-10 16:21:00,IN-HAZ,Hazira Port,21.3,71.4,0.432,0.617,0.882,13.4,11.0,1
SENS-0013931,2026-04-07 08:12:00,NL-RTM,Rotterdam,26.6,85.7,0.417,0.78,0.224,15.9,8.0,0
SENS-0013932,2026-04-02 21:31:00,IN-DEL,Delhi ICD (Tughlakabad),20.4,36.0,0.202,0.445,0.75,22.0,8.7,0
SENS-0013933,2026-04-05 05:19:00,IN-DEL,Delhi ICD (Tughlakabad),16.1,84.7,0.228,0.698,0.126,18.4,6.4,2
SENS-0013934,2026-04-07 07:48:00,IN-AMD,Ahmedabad DC,21.2,73.0,0.303,0.738,0.378,19.2,1.1,0
SENS-0013935,2026-04-10 05:09:00,DE-HAM,Hamburg,35.0,56.7,0.503,0.617,0.504,22.0,7.5,0
SENS-0013936,2026-04-10 15:03:00,CN-SZX,Shenzhen,14.2,71.8,0.029,0.709,0.516,13.7,12.3,0
SENS-0013937,2026-04-03 13:50:00,IN-MUM,Mumbai Warehouse (Bhiwandi),33.2,64.6,0.082,0.866,0.494,13.4,3.9,0
SENS-0013938,2026-04-09 11:17:00,IN-VIZ,Visakhapatnam Port,26.8,71.6,0.312,0.829,0.97,8.4,9.1,0
SENS-0013939,2026-04-08 23:09:00,JP-YOK,Yokohama,15.8,69.7,0.426,0.63,0.442,15.4,8.8,0
SENS-0013940,2026-04-10 08:17:00,AE-DXB,Dubai (Jebel Ali),28.4,91.7,0.027,0.439,0.29,30.7,7.3,0
SENS-0013941,2026-04-03 19:54:00,CN-NGB,Ningbo,39.0,46.5,0.338,0.381,0.424,11.0,8.3,0
SENS-0013942,2026-04-02 18:29:00,CN-SHA,Shanghai,26.2,93.1,0.375,0.734,0.419,16.9,13.4,0
SENS-0013943,2026-04-01 17:57:00,IN-HYD,Hyderabad DC,32.3,64.3,0.33,0.538,0.455,13.6,14.7,3
SENS-0013944,2026-04-05 17:23:00,IN-BLR,Bangalore Hub (Whitefield),20.7,72.8,0.196,0.824,0.625,25.5,10.0,0
SENS-0013945,2026-04-07 02:59:00,IN-DEL,Delhi ICD (Tughlakabad),26.2,74.0,0.138,0.614,0.239,21.8,8.7,0
SENS-0013946,2026-04-10 23:04:00,ZA-DUR,Durban,32.2,78.3,0.299,0.42,0.496,14.4,5.4,0
SENS-0013947,2026-04-04 06:28:00,IN-COK,Kochi Warehouse,27.1,53.6,0.265,0.544,0.597,5.3,5.9,0
SENS-0013948,2026-04-06 17:24:00,CN-SHA,Shanghai,28.3,73.0,0.693,0.591,0.479,17.7,10.0,0
SENS-0013949,2026-04-10 00:38:00,IN-CHN,Chennai Port,27.5,43.2,0.13,0.71,0.494,18.0,2.6,1
SENS-0013950,2026-04-06 23:05:00,IN-HYD,Hyderabad DC,34.1,51.7,0.086,0.674,0.401,13.2,7.9,0
SENS-0013951,2026-04-07 21:42:00,CN-SZX,Shenzhen,22.7,68.1,0.54,0.743,0.544,8.7,7.9,1
SENS-0013952,2026-04-04 09:20:00,IN-MUN,Mundra Port,44.1,63.6,0.169,0.351,0.784,5.0,7.4,2
SENS-0013953,2026-04-07 14:55:00,MY-PTG,Port Klang,31.3,73.8,0.159,0.713,0.481,19.4,6.3,2
SENS-0013954,2026-04-06 22:33:00,IN-KND,Kandla Port,30.9,32.5,0.162,0.479,0.628,7.8,0.7,1
SENS-0013955,2026-04-02 12:07:00,ZA-DUR,Durban,23.5,36.5,0.401,0.468,0.515,17.4,8.4,1
SENS-0013956,2026-04-06 00:05:00,IN-TUT,Tuticorin Port,31.5,76.2,0.218,0.629,0.372,13.2,4.1,2
SENS-0013957,2026-04-09 18:09:00,MY-PTG,Port Klang,26.7,72.1,0.307,0.485,0.705,9.4,6.3,0
SENS-0013958,2026-04-02 10:59:00,IN-KND,Kandla Port,27.6,52.9,0.174,0.365,0.702,19.7,4.8,0
SENS-0013959,2026-04-05 15:51:00,TH-LCH,Laem Chabang,31.0,56.2,0.588,0.329,0.252,19.2,8.8,2
SENS-0013960,2026-04-06 23:12:00,IN-COK,Kochi Warehouse,34.6,54.6,0.025,0.487,0.498,14.2,10.3,0
SENS-0013961,2026-04-06 22:21:00,CN-NGB,Ningbo,30.4,67.5,0.293,0.339,0.29,3.9,4.9,0
SENS-0013962,2026-04-09 13:43:00,CN-SHA,Shanghai,30.9,76.7,0.227,0.348,0.451,9.3,7.1,0
SENS-0013963,2026-04-10 06:00:00,CN-SZX,Shenzhen,31.1,60.2,0.141,0.683,0.053,10.5,10.8,0
SENS-0013964,2026-04-06 23:40:00,IN-KOC,Kochi Port,27.8,78.9,0.233,0.381,0.253,23.5,5.8,0
SENS-0013965,2026-04-06 08:44:00,LK-CMB,Colombo,31.4,45.2,0.405,0.566,0.832,15.5,6.8,3
SENS-0013966,2026-04-09 03:45:00,CN-SZX,Shenzhen,34.8,56.4,0.388,0.863,0.42,13.7,9.0,1
SENS-0013967,2026-04-10 21:22:00,IN-PUN,Pune DC (Chakan),30.9,63.6,0.203,0.972,0.68,9.6,6.8,1
SENS-0013968,2026-04-05 22:03:00,IN-CHN,Chennai Port,26.3,69.5,0.439,0.579,0.649,21.5,6.9,0
SENS-0013969,2026-04-04 13:39:00,IN-MUN,Mundra Port,37.3,87.4,0.214,0.716,0.45,20.6,1.3,1
SENS-0013970,2026-04-01 10:41:00,IN-DEL,Delhi ICD (Tughlakabad),38.8,83.2,0.488,0.7,0.46,16.6,6.2,0
SENS-0013971,2026-04-05 06:23:00,IN-HAZ,Hazira Port,36.8,57.5,0.109,0.864,0.626,23.3,8.3,1
SENS-0013972,2026-04-05 01:10:00,IN-AMD,Ahmedabad DC,28.1,69.7,0.187,0.585,0.638,20.9,7.4,0
SENS-0013973,2026-04-01 03:18:00,IN-HAZ,Hazira Port,22.7,49.7,0.193,0.838,0.163,24.2,11.1,0
SENS-0013974,2026-04-10 13:13:00,IN-VIZ,Visakhapatnam Port,34.7,75.3,0.378,0.509,0.39,13.3,17.9,0
SENS-0013975,2026-04-03 06:08:00,IN-VIZ,Visakhapatnam Port,33.9,70.9,0.514,0.886,0.82,19.7,6.8,0
SENS-0013976,2026-04-09 19:46:00,IN-GAU,Guwahati Warehouse,19.5,61.5,0.078,0.809,0.493,18.1,10.0,0
SENS-0013977,2026-04-01 07:37:00,ZA-DUR,Durban,32.9,39.6,0.164,0.832,0.561,9.7,3.9,0
SENS-0013978,2026-04-04 19:22:00,AE-DXB,Dubai (Jebel Ali),16.6,50.3,0.471,0.809,0.099,12.6,9.6,0
SENS-0013979,2026-04-04 11:54:00,TH-LCH,Laem Chabang,30.0,31.0,0.213,0.626,0.402,20.1,6.6,1
SENS-0013980,2026-04-01 00:42:00,KR-BUS,Busan,30.9,93.0,0.616,0.823,0.438,13.2,9.3,2
SENS-0013981,2026-04-08 16:58:00,IN-GAU,Guwahati Warehouse,32.5,77.3,0.313,0.805,0.661,31.2,7.7,2
SENS-0013982,2026-04-09 19:39:00,US-NYC,New York/New Jersey,19.6,68.8,0.197,0.682,0.49,10.9,5.9,0
SENS-0013983,2026-04-01 19:14:00,IN-AMD,Ahmedabad DC,31.8,64.2,0.13,0.359,0.666,6.3,3.6,0
SENS-0013984,2026-04-06 14:49:00,US-LAX,Los Angeles,41.4,38.1,0.634,0.652,0.595,12.9,6.5,0
SENS-0013985,2026-04-03 10:44:00,TH-LCH,Laem Chabang,39.1,60.3,0.227,0.548,0.548,3.6,9.2,3
SENS-0013986,2026-04-07 08:49:00,US-LAX,Los Angeles,25.2,82.9,0.118,0.368,0.526,19.0,4.2,0
SENS-0013987,2026-04-03 20:37:00,IN-AMD,Ahmedabad DC,25.9,51.3,0.158,0.96,0.302,19.8,9.7,1
SENS-0013988,2026-04-09 15:49:00,IN-KOL,Kolkata Port,26.6,80.8,0.072,0.83,0.399,17.5,7.2,0
SENS-0013989,2026-04-01 07:00:00,AE-DXB,Dubai (Jebel Ali),21.7,77.9,0.208,0.562,0.466,18.2,8.5,0
SENS-0013990,2026-04-06 12:05:00,IN-TUT,Tuticorin Port,29.3,54.2,0.424,0.68,0.473,14.7,3.7,0
SENS-0013991,2026-04-10 18:44:00,IN-HYD,Hyderabad DC,23.2,40.0,0.079,0.751,0.476,18.5,3.1,1
SENS-0013992,2026-04-04 20:04:00,IN-BLR,Bangalore Hub (Whitefield),12.6,91.9,0.687,0.794,0.134,16.1,5.8,0
SENS-0013993,2026-04-08 00:03:00,IN-KND,Kandla Port,12.7,70.0,0.374,0.785,0.535,13.8,6.4,0
SENS-0013994,2026-04-08 23:41:00,IN-MUN,Mundra Port,36.9,67.9,0.324,0.891,0.654,26.7,11.0,0
SENS-0013995,2026-04-09 04:36:00,CN-SHA,Shanghai,25.3,64.3,0.119,0.467,0.354,3.8,4.8,0
SENS-0013996,2026-04-05 21:39:00,IN-TUT,Tuticorin Port,21.5,70.0,0.352,0.65,0.671,15.8,8.5,0
SENS-0013997,2026-04-01 11:03:00,IN-BLR,Bangalore Hub (Whitefield),30.2,64.2,0.237,0.484,0.43,21.6,7.4,1
SENS-0013998,2026-04-06 07:15:00,IN-MUN,Mundra Port,32.9,66.0,0.197,0.658,0.281,22.1,8.6,0
SENS-0013999,2026-04-02 07:29:00,IN-KOC,Kochi Port,37.4,54.4,0.443,0.963,0.676,12.8,5.0,0
SENS-0014000,2026-04-06 02:50:00,IN-DEL,Delhi ICD (Tughlakabad),27.6,71.7,0.579,0.64,0.573,17.8,5.9,0
SENS-0014001,2026-04-09 14:49:00,IN-KND,Kandla Port,25.5,69.6,0.333,0.465,0.246,27.4,6.8,0
SENS-0014002,2026-04-10 16:28:00,US-LAX,Los Angeles,36.1,68.0,0.095,0.355,0.645,7.6,15.3,0
SENS-0014003,2026-04-10 14:31:00,IN-AMD,Ahmedabad DC,21.7,77.5,0.198,0.771,0.63,13.9,14.0,0
SENS-0014004,2026-04-06 03:03:00,IN-AMD,Ahmedabad DC,19.4,67.3,0.383,0.402,0.422,4.2,5.9,0
SENS-0014005,2026-04-09 00:02:00,CN-SZX,Shenzhen,29.6,70.9,0.171,0.969,0.403,10.9,11.9,0
SENS-0014006,2026-04-04 17:47:00,IN-MUN,Mundra Port,31.1,53.6,0.144,0.37,0.686,20.1,4.4,2
SENS-0014007,2026-04-03 00:32:00,IN-VIZ,Visakhapatnam Port,27.6,65.9,0.273,0.604,0.673,21.3,7.7,0
SENS-0014008,2026-04-06 16:32:00,IN-HAZ,Hazira Port,33.9,83.9,0.503,0.941,0.576,15.0,8.5,2
SENS-0014009,2026-04-07 22:10:00,SG-SIN,Singapore,18.6,61.3,0.342,0.638,0.757,17.1,5.9,0
SENS-0014010,2026-04-06 09:27:00,IN-BLR,Bangalore Hub (Whitefield),18.4,93.6,0.12,0.796,0.179,17.3,13.3,0
SENS-0014011,2026-04-02 11:32:00,IN-VIZ,Visakhapatnam Port,22.6,80.4,0.288,0.707,0.563,6.9,10.4,2
SENS-0014012,2026-04-08 12:22:00,IN-MUM,Mumbai Warehouse (Bhiwandi),28.2,70.0,0.266,0.811,0.422,22.7,7.6,0
SENS-0014013,2026-04-08 22:16:00,IN-CHN,Chennai Port,27.4,55.8,0.291,0.501,0.299,27.5,0.5,0
SENS-0014014,2026-04-10 12:48:00,IN-PAR,Paradip Port,24.5,65.0,0.375,0.817,0.415,17.5,8.9,0
SENS-0014015,2026-04-05 04:34:00,ZA-DUR,Durban,27.3,77.1,0.711,0.659,0.538,15.9,4.1,0
SENS-0014016,2026-04-09 10:16:00,IN-JNPT,Nhava Sheva (JNPT),23.3,49.9,0.212,0.749,0.441,7.2,9.7,2
SENS-0014017,2026-04-07 08:11:00,IN-KND,Kandla Port,34.2,71.3,0.298,0.621,0.388,36.6,2.6,0
SENS-0014018,2026-04-08 13:57:00,IN-PUN,Pune DC (Chakan),27.6,74.8,0.131,0.907,0.684,16.7,1.0,0
SENS-0014019,2026-04-10 21:42:00,IN-JNPT,Nhava Sheva (JNPT),26.2,51.4,0.285,0.699,0.702,5.3,9.5,0
SENS-0014020,2026-04-06 11:55:00,IN-DEL,Delhi ICD (Tughlakabad),32.2,74.1,0.396,0.926,0.58,20.8,9.9,3
SENS-0014021,2026-04-05 23:06:00,MY-PTG,Port Klang,31.1,70.9,0.543,0.739,1.023,24.1,9.8,0
SENS-0014022,2026-04-05 12:10:00,IN-PUN,Pune DC (Chakan),21.9,71.5,0.167,0.96,0.56,8.0,5.5,2
SENS-0014023,2026-04-01 17:41:00,IN-CHN,Chennai Port,23.6,53.2,0.421,0.507,0.562,12.0,4.8,0
SENS-0014024,2026-04-01 18:46:00,IN-COK,Kochi Warehouse,23.4,71.7,0.134,0.889,1.081,21.8,10.5,3
SENS-0014025,2026-04-02 20:18:00,TH-LCH,Laem Chabang,20.6,75.8,0.291,0.743,0.529,9.4,6.5,0
SENS-0014026,2026-04-05 00:05:00,MY-PTG,Port Klang,25.2,78.1,0.231,0.965,0.269,10.7,16.9,1
SENS-0014027,2026-04-07 20:54:00,US-LAX,Los Angeles,26.1,59.7,0.574,0.603,0.598,5.4,7.7,0
SENS-0014028,2026-04-06 18:06:00,CN-SHA,Shanghai,29.7,57.2,0.046,0.714,0.352,11.7,12.2,0
SENS-0014029,2026-04-01 06:20:00,IN-BLR,Bangalore Hub (Whitefield),37.1,73.3,0.413,0.505,0.537,19.7,4.1,0
SENS-0014030,2026-04-03 19:44:00,IN-PAR,Paradip Port,33.1,45.4,0.056,0.828,0.379,6.1,14.7,0
SENS-0014031,2026-04-10 11:51:00,IN-JNPT,Nhava Sheva (JNPT),37.4,69.7,0.272,0.526,0.373,2.7,6.0,2
SENS-0014032,2026-04-10 14:54:00,ZA-DUR,Durban,32.3,42.2,0.592,0.506,0.388,14.6,7.7,0
SENS-0014033,2026-04-07 14:52:00,IN-AMD,Ahmedabad DC,32.7,68.1,0.318,0.545,0.617,19.4,9.5,2
SENS-0014034,2026-04-07 07:25:00,IN-HAZ,Hazira Port,30.0,66.7,0.126,0.393,0.39,8.7,2.2,1
SENS-0014035,2026-04-03 00:46:00,IN-VIZ,Visakhapatnam Port,20.8,99.9,0.082,0.446,0.541,32.0,11.6,1
SENS-0014036,2026-04-09 10:01:00,TH-LCH,Laem Chabang,20.0,60.1,0.184,0.574,0.382,18.8,4.6,0
SENS-0014037,2026-04-05 21:49:00,IN-HYD,Hyderabad DC,34.1,48.2,0.23,0.466,0.449,27.2,10.1,0
SENS-0014038,2026-04-01 04:54:00,IN-BLR,Bangalore Hub (Whitefield),26.1,67.4,0.176,0.688,0.138,6.8,11.8,1
SENS-0014039,2026-04-02 19:27:00,CN-SHA,Shanghai,24.0,71.0,0.197,0.545,0.661,15.5,6.1,3
SENS-0014040,2026-04-02 06:31:00,MY-PTG,Port Klang,28.5,76.5,0.218,0.893,0.487,17.1,3.5,0
SENS-0014041,2026-04-09 04:33:00,SG-SIN,Singapore,34.3,45.5,0.436,0.966,0.52,20.2,5.7,0
SENS-0014042,2026-04-09 18:25:00,CN-SHA,Shanghai,18.7,60.5,0.33,0.55,0.524,18.8,13.5,1
SENS-0014043,2026-04-01 07:29:00,IN-BLR,Bangalore Hub (Whitefield),38.8,42.8,0.17,0.489,0.547,20.7,10.2,0
SENS-0014044,2026-04-10 17:48:00,IN-PUN,Pune DC (Chakan),32.2,68.0,0.409,0.806,0.54,24.7,1.9,3
SENS-0014045,2026-04-02 20:44:00,DE-HAM,Hamburg,28.0,69.0,0.66,0.799,0.581,34.2,10.5,0
SENS-0014046,2026-04-07 02:17:00,CN-NGB,Ningbo,34.7,66.5,0.138,0.371,0.633,12.0,7.7,0
SENS-0014047,2026-04-06 22:14:00,IN-KND,Kandla Port,25.8,76.7,0.113,0.474,0.712,11.4,9.6,2
SENS-0014048,2026-04-01 12:08:00,IN-GAU,Guwahati Warehouse,28.0,56.0,0.303,0.346,0.408,16.2,10.4,0
SENS-0014049,2026-04-07 13:46:00,JP-YOK,Yokohama,27.8,83.2,0.285,0.47,0.343,14.2,5.8,3
SENS-0014050,2026-04-08 22:19:00,LK-CMB,Colombo,26.2,74.0,0.13,0.442,0.43,16.5,3.8,0
SENS-0014051,2026-04-01 11:41:00,IN-KOC,Kochi Port,33.6,55.3,0.139,0.623,0.52,9.5,8.1,0
SENS-0014052,2026-04-10 22:20:00,IN-CHN,Chennai Port,20.6,55.5,0.217,0.412,0.541,14.9,4.3,0
SENS-0014053,2026-04-02 21:42:00,IN-KND,Kandla Port,28.1,72.2,0.626,0.93,0.712,20.5,12.4,0
SENS-0014054,2026-04-07 22:36:00,DE-HAM,Hamburg,28.5,37.8,0.41,0.84,0.459,17.3,5.9,0
SENS-0014055,2026-04-04 22:22:00,IN-KND,Kandla Port,22.8,41.2,0.175,0.663,0.325,0.1,6.6,0
SENS-0014056,2026-04-05 20:03:00,ZA-DUR,Durban,37.6,81.3,0.608,0.835,0.351,19.6,3.1,0
SENS-0014057,2026-04-09 06:52:00,US-NYC,New York/New Jersey,41.7,78.8,0.377,0.714,0.582,22.0,7.2,0
SENS-0014058,2026-04-05 05:52:00,IN-PUN,Pune DC (Chakan),22.0,43.2,0.084,0.766,0.741,18.5,5.5,1
SENS-0014059,2026-04-07 18:41:00,CN-SZX,Shenzhen,29.4,50.6,0.262,0.693,0.856,15.1,3.6,0
SENS-0014060,2026-04-09 15:31:00,US-LAX,Los Angeles,43.6,82.7,0.351,0.906,0.86,19.3,7.5,1
SENS-0014061,2026-04-02 18:37:00,IN-BLR,Bangalore Hub (Whitefield),36.2,62.8,0.3,0.777,0.921,10.3,7.9,2
SENS-0014062,2026-04-03 12:56:00,LK-CMB,Colombo,33.0,49.1,0.104,0.741,0.456,31.3,7.9,3
SENS-0014063,2026-04-09 19:41:00,KR-BUS,Busan,18.5,89.7,0.159,0.834,0.729,0,8.4,0
SENS-0014064,2026-04-01 23:12:00,NL-RTM,Rotterdam,24.2,56.4,0.367,0.695,0.616,19.2,10.1,0
SENS-0014065,2026-04-08 10:24:00,JP-YOK,Yokohama,35.7,31.6,0.09,0.535,0.37,6.4,14.7,2
SENS-0014066,2026-04-01 12:56:00,IN-HAZ,Hazira Port,40.5,70.7,0.33,0.917,0.368,13.5,14.7,0
